timestamp,timestamp_ms,co2,temperature,humidity
2025-05-22 23:44:01.818664+00:00,5687184,643.0,22.29,48.16
2025-05-22 23:44:16.825969+00:00,5702192,642.0,22.28,48.06
2025-05-22 23:44:31.831586+00:00,5717200,643.0,22.27,48.13
2025-05-22 23:44:46.838662+00:00,5732208,642.0,22.27,48.1
2025-05-22 23:45:01.844635+00:00,5747216,643.0,22.28,48.16
2025-05-22 23:45:16.853021+00:00,5762224,643.0,22.28,48.16
2025-05-22 23:45:31.860937+00:00,5777232,643.0,22.29,48.13
2025-05-22 23:45:46.863099+00:00,5792240,644.0,22.27,48.12
2025-05-22 23:46:01.866426+00:00,5807248,644.0,22.28,48.19
2025-05-22 23:46:16.882695+00:00,5822256,643.0,22.29,48.15
2025-05-22 23:46:31.885914+00:00,5837264,643.0,22.27,48.15
2025-05-22 23:46:46.893002+00:00,5852272,642.0,22.29,48.14
2025-05-22 23:47:01.902411+00:00,5867280,642.0,22.28,48.15
2025-05-22 23:47:16.897622+00:00,5882288,642.0,22.29,48.1
